Words, Inverted Index 
admit memory, 22 
memory choice, 22 
choice woe, 22 
woe earthly, 22 
earthly woe, 22 
woe give, 22 
give assent, 22 
assent voice, 22 
voice choice, 22 
choice must, 22 
must last, 22 
last choice, 22 
choice still, 22 
still awe, 22 
awe pass, 22 
pass wonder, 22 
wonder hush, 22 
hush fall, 22 
fall claim, 22 
claim god, 22 
god ha, 22 
ha take, 22 
take flower, 22 
flower gold, 22 
gold break, 22 
break use, 22 
use therefrom, 22 
therefrom mystic, 22 
mystic link, 22 
link bind, 22 
bind hold, 22 
hold spirit, 22 
spirit matter, 22 
matter till, 22 
till death, 22 
death come, 24, 22 
come ti, 22 
ti essence, 22 
essence life, 22 
life though, 22 
though chop, 22 
chop greatly, 22 
greatly still, 22 
still lack, 22 
lack last, 22 
last memory, 22 
memory clear, 22 
clear life, 22 
life ha, 22 
ha us, 22 
us wrack, 22 
wrack not, 22 
not somehow, 22 
somehow choose, 22 
choose the, 22 
the wholly, 22 
wholly strip, 22 
strip pride, 22 
pride pain, 22 
pain ha, 22 
ha one, 22 
one close, 22 
close bear, 22 
bear crush, 22 
crush mystic, 22 
the old, 23 
old douglas, 23 
douglas leave, 23 
leave hi, 23 
hi land, 23 
land wa, 30, 23 
wa bid, 23 
bid royal, 23 
royal heart, 23 
heart robert, 23 
robert bruce, 23 
bruce golden, 23 
golden case, 23 
case golden, 23 
golden lid, 23 
lid carry, 23 
carry hold, 23 
hold land, 23 
land see, 23 
see understand, 23 
understand wa, 23 
wa place, 23 
place carry, 23 
carry heart, 23 
heart loyalty, 23 
loyalty love, 23 
love command, 23 
command wa, 23 
wa case, 23 
case carry, 23 
carry douglas, 23 
douglas far, 23 
far win, 23 
win before, 23 
come land, 23 
land spain, 23 
spain long, 23 
long hold, 23 
hold war, 23 
war victory, 23 
victory moor, 23 
moor hi, 23 
hi courage, 23 
courage could, 23 
could endure, 23 
endure strike, 23 
strike blow, 23 
blow god, 23 
god before, 23 
before make, 23 
hi errand, 23 
errand sure, 23 
sure ever, 23 
ever wa, 23 
wa intend, 23 
intend man, 23 
man god, 23 
god strike, 23 
blow matter, 23 
matter heart, 23 
heart ha, 23 
ha charge, 23 
charge hold, 23 
land heart, 23 
heart go, 23 
go battle, 23 
battle foe, 23 
foe meet, 23 
meet douglas, 23 
douglas find, 23 
find sore, 23 
sore beset, 23 
beset only, 23 
only strength, 23 
strength fight, 23 
fight arm, 23 
arm one, 23 
one battle, 23 
battle passage, 23 
passage yet, 23 
yet vain, 23 
vain save, 23 
save day, 23 
day bring, 23 
bring hi, 23 
hi body, 23 
body safe, 23 
safe away, 23 
away only, 23 
only signal, 23 
signal deed, 23 
deed last, 23 
last sound, 23 
sound word, 23 
word say, 23 
say heart, 23 
heart wear, 23 
wear golden, 23 
golden chain, 23 
chain swing, 23 
swing fling, 23 
fling forth, 23 
forth plain, 23 
plain follow, 23 
follow cry, 23 
cry heart, 23 
heart death, 23 
death fight, 23 
fight perish, 23 
perish fain, 23 
fain may, 23 
may not, 23 
not right, 23 
right give, 23 
give heart, 23 
heart hopeless, 23 
hopeless fight, 23 
fight right, 23 
right love, 23 
love may, 23 
not redoubt, 23 
redoubt might, 23 
might swift, 23 
swift gleam, 23 
gleam angry, 23 
angry brand, 23 
brand scorn, 23 
scorn greatly, 23 
greatly demand, 23 
demand equal, 23 
equal sacrifice, 23 
sacrifice hi, 23 
hi heart, 25, 23 
heart bear, 23 
bear hold, 23 
two fair, 24 
fair wa, 24 
still summer, 24 
summer day, 24 
day come, 24 
forth wood, 24 
wood flower, 24 
flower play, 24 
play flower, 24 
flower pluck, 24 
pluck cast, 24 
cast ground, 24 
ground still, 24 
still find, 24 
find flower, 24, 35 
flower guide, 24 
guide wa, 24 
wa come, 24 
come run, 24 
run cometh, 24 
cometh lie, 24 
lie shape, 24 
shape man, 24 
man snow, 24 
snow must, 24 
must make, 24 
make feather, 24 
feather bed, 24 
bed the, 24 
the one, 24 
one fall, 24 
fall sleep, 24 
sleep dead, 24, 31 
dead snow, 24 
snow wa, 24 
wa go, 24 
go long, 24 
long time, 24 
time ago, 24 
ago body, 24 
body wear, 24 
wear nigh, 24 
nigh go, 24 
go snow, 24 
snow fair, 24 
fair draw, 24 
draw near, 24 
near keenly, 24 
keenly epi, 24 
epi ring, 24 
ring hi, 24 
hand chain, 24 
chain hi, 24 
hi side, 24 
side knelt, 24 
knelt leave, 24 
leave perils, 24 
perils play, 24 
play glitter, 24 
glitter thing, 24 
thing afraid, 24 
afraid go, 24 
go home, 24 
home hide, 24 
hide burrow, 24 
burrow take, 24 
take along, 24 
along play, 24 
play morrow, 24 
morrow come, 24 
come death, 24 
come flower, 24 
guide like, 24 
like ely, 24 
ely wood, 24 
wood remember, 24 
remember recognize, 24 
recognize death, 24 
death sorrow, 24 
sorrow dread, 24 
dread hate, 24 
hate hate, 24 
hate spoil, 24 
spoil dead, 24 
pan come, 25 
come wood, 25 
day ó, 25 
ó hi, 25 
hi skin, 25 
skin hi, 25 
hi hair, 25 
hair hi, 25 
hi eye, 25, 26, 33 
eye gray, 25 
gray gray, 25 
gray moss, 25 
moss wall, 25 
wall ó, 25 
ó stand, 25 
stand sun, 25 
sun look, 25 
look hi, 25 
hi fill, 25 
fill wood, 25 
wood valley, 25 
valley wood, 25 
wood hill, 25 
hill stand, 25 
stand zephyr, 25 
zephyr pipe, 25 
pipe hand, 25 
hand height, 25 
height take, 25 
take pasteur, 25 
pasteur land, 25 
land country, 25 
country command, 25 
command see, 25 
see smoke, 25 
smoke see, 25 
see roof, 25 
roof wa, 25 
wa well, 25 
well stamp, 25 
stamp hoof, 25 
hoof hi, 25 
heart know, 25 
know peace, 25 
peace none, 25 
none come, 25 
come the, 25 
the lean, 25 
lean feed, 25 
feed save, 25 
save on, 25 
on year, 25 
year someone, 25 
someone salt, 25 
salt half, 25 
half wild, 25 
wild steer, 25 
steer homespun, 25 
homespun child, 25 
child click, 25 
click pail, 25 
pail see, 25 
see little, 25 
little tell, 25 
tell tale, 25 
tale toss, 25 
toss hi, 25 
hi pipe, 25 
pipe hard, 25 
hard teach, 25 
teach new, 25 
new world, 25 
world song, 25 
song far, 25 
far reach, 25 
reach sylvan, 25 
sylvan sign, 25 
sign blue, 25 
blue jay, 25 
jay speech, 25 
speech whisper, 25 
whisper hawk, 25 
hawk beside, 25 
beside sun, 25 
sun music, 25 
music enough, 25 
enough one, 25 
one time, 25 
time change, 25 
change pipe, 25 
pipe keep, 25 
keep less, 25 
less power, 25 
power stir, 25 
stir fruit, 25 
fruit bough, 25 
bough julie, 25 
julie frail, 25 
frail blue, 25 
blue cluster, 25 
cluster mere, 25 
mere aimless, 25 
aimless breath, 25 
breath air, 25 
air pipe, 25 
pipe pagan, 25 
pagan mirth, 25 
mirth world, 25 
world find, 25 
find new, 25 
new term, 25 
term worth, 25 
worth lay, 25 
lay sun, 25 
burn earth, 25 
earth travel, 25 
travel flower, 25 
flower look, 25 
look away, 25 
away play, 25 
play play, 25 
play what, 25 
what play, 25 
wa far, 26, 35 
far wood, 26 
wood wa, 26 
wa run, 26 
run joy, 26 
joy demon, 26 
demon trail, 26 
trail though, 26 
though know, 26 
know hunt, 26 
hunt wa, 26 
true god, 26 
god wa, 26 
wa light, 26 
light wa, 33, 26 
wa begin, 26 
begin fail, 26 
fail suddenly, 26 
suddenly heardóal, 26 
heardóal need, 26 
need hear, 26 
hear ha, 26 
ha last, 26 
last man, 26 
man man, 26, 43 
man year, 26 
year sound, 26 
wa behind, 26 
behind instead, 26 
instead before, 26 
before sleep, 26 
sleep sound, 26 
sound mock, 26 
mock half, 26 
half one, 26 
one utterly, 26 
utterly care, 26 
care demon, 26 
demon are, 26 
are hi, 26 
hi allow, 26 
allow laugh, 26 
laugh brush, 26 
brush dirt, 26 
dirt hi, 26 
eye go, 26 
go well, 26 
know demon, 26 
demon mean, 26 
mean shall, 26 
shall forget, 26 
forget hi, 26 
hi laugh, 26 
laugh ring, 26 
ring feel, 26 
feel fool, 26 
fool catch, 26 
catch check, 26 
check step, 26 
step make, 26 
make pretend, 26 
pretend wa, 26 
cometh among, 26 
among leave, 26 
leave seek, 26 
seek though, 26 
though doubt, 26 
whether stay, 26 
stay see, 26 
see thereof, 26 
thereof sit, 26 
sit tree, 26 
close window, 27 
window hush, 27 
hush field, 27 
field tree, 27 
tree must, 27 
must let, 27 
let silent, 27 
silent toss, 27 
toss bird, 27 
bird sing, 27 
sing loss, 27 
loss long, 27 
long ere, 27 
ere marsh, 27 
marsh resume, 27 
resume long, 27 
ere early, 27 
early bird, 27 
bird close, 27 
window hear, 27 
hear wind, 27 
wind see, 27 
see wind, 27 
wind stir, 27 
line storm, 28 
storm cloud, 28 
cloud fly, 28 
fly matter, 28 
matter swift, 28 
swift road, 28 
road forlorn, 28 
forlorn day, 28 
day myriads, 28 
myriads snow, 28 
snow quart, 28 
quart stone, 28 
stone lift, 28 
lift hoof, 28 
hoof print, 28 
print vanish, 28 
vanish away, 28 
away roadside, 28 
roadside flower, 28 
flower wet, 28 
wet bee, 28 
bee expend, 28 
expend bloom, 28 
bloom vain, 28 
vain come, 28 
come hill, 28, 36 
hill far, 28 
far love, 28 
love rain, 28 
rain bird, 28 
bird less, 28 
less say, 50, 28 
say themselves, 28 
themselves wood, 28 
wood world, 28 
world tear, 28 
tear despair, 28 
despair numberless, 28 
numberless year, 28 
year ely, 28 
ely although, 28 
although less, 28 
less song, 28 
song wood, 28 
wood crush, 28 
crush like, 28 
like wild, 28 
wild vasili, 28 
vasili shatter, 28 
shatter rise, 28 
rise come, 28 
come love, 28 
love wet, 28 
wet wood, 28 
come bough, 28 
bough rain, 28 
rain blow, 28 
blow gale, 28 
gale org, 28 
org behind, 28 
behind bruit, 28 
bruit sing, 28 
sing shallow, 28 
shallow water, 28 
water afloat, 28 
afloat wind, 28 
wind gather, 28 
gather gown, 28 
gown matter, 28 
matter go, 28 
go clear, 28 
clear west, 28 
west come, 28 
come dry, 28 
dry shod, 28 
shod wild, 28 
wild brooch, 28 
brooch shall, 28 
shall wet, 28 
wet breast, 28 
breast rain, 28 
rain fresh, 28 
fresh goldenrod, 28 
goldenrod oh, 28 
oh never, 28 
never the, 28 
the helm, 28 
helm east, 28 
east wind, 28 
wind swell, 28 
swell seem, 28 
seem like, 28 
like sea, 28 
sea return, 28 
return ancient, 28 
ancient land, 28 
land leave, 28 
leave shell, 28 
shell before, 28 
before age, 28 
age fera, 28 
fera seem, 28 
like time, 28 
time doubt, 28 
doubt love, 28 
love come, 28 
back again, 28 
again oh, 28 
oh come, 28 
forth storm, 28 
storm rout, 28 
rout love, 28 
hush doctor, 29 
doctor more, 29 
more mild, 29 
mild the, 29 
the leave, 29 
leave risen, 29 
risen fall, 29 
fall morrow, 29 
morrow wind, 29 
wind wild, 29 
wild wast, 29 
wast crow, 29 
crow above, 29 
above forest, 29 
forest call, 29 
call morrow, 29 
morrow may, 29 
may form, 29 
form go, 29 
go hush, 29 
mild begin, 29 
begin hour, 29 
hour the, 29 
the day, 29 
day slow, 29 
slow make, 29 
make day, 29 
day seem, 29 
seem us, 29 
us less, 29 
less brief, 29 
brief heart, 29 
heart over, 29 
over begun, 29 
begun begun, 29 
begun us, 29 
way know, 29 
know rule, 29 
rule one, 29 
one leaf, 29 
leaf break, 29 
break day, 29, 30 
day noon, 29 
noon release, 29 
release not, 29 
not leaf, 29 
leaf one, 29 
one tree, 29 
tree one, 29 
one far, 29 
away retard, 29 
retard sun, 29 
sun gentle, 29 
gentle mist, 29 
mist merchant, 29 
merchant land, 29 
land amethyst, 29 
amethyst slow, 29 
slow slow, 29 
slow grape, 29 
grape sake, 29 
sake whose, 29 
whose leave, 29 
leave already, 29 
already burn, 29 
burn frost, 29 
frost whose, 29 
whose cluster, 29 
cluster fruit, 29 
fruit must, 29 
must el, 29 
el lost, 29 
lost grape, 29 
sake along, 29 
along wall, 33, 36, 29 
thine soul, 30 
soul fond, 30 
fond flower, 30 
flower dead, 30 
dead taft, 30 
taft sun, 30 
sun assault, 30 
assault fright, 30 
fright thee, 30 
thee oft, 30 
oft flee, 30 
flee dead, 30 
dead save, 30 
save only, 30 
only sad, 30 
sad thee, 30 
thee save, 30 
only none, 30 
none leave, 30 
leave mourn, 30 
mourn thee, 30 
thee field, 30 
field gray, 30 
gray grass, 30 
grass happy, 30 
happy snow, 30 
snow two, 30 
two bank, 30 
bank shut, 30 
shut upon, 30 
upon river, 30 
river long, 30 
long ago, 30 
ago seem, 30 
seem forever, 30 
forever since, 30 
since first, 30 
first see, 36, 30 
see thee, 30 
thee glance, 30 
glance dazed, 30 
dazed one, 30 
one air, 30 
air dalliance, 30 
dalliance precipice, 30 
precipice love, 30 
love toss, 30 
toss tangle, 30 
tangle whirl, 30 
whirl whirl, 30 
whirl above, 30 
above like, 30 
like limp, 30 
limp rose, 30 
rose wreath, 30 
wreath fair, 30 
fair dance, 30 
dance wa, 30 
wa soft, 30 
soft mist, 30 
mist regret, 30 
regret hang, 30 
hang land, 30 
wa glad, 30 
glad thee, 30 
thee glad, 30 
glad west, 30 
west thou, 30 
thou didst, 30 
didst know, 30 
know trotter, 30 
trotter wander, 30 
wander high, 30 
high fate, 30 
fate make, 30 
make thee, 30 
thee pleasure, 30 
pleasure wind, 30 
wind great, 30 
great careless, 30 
careless wing, 30 
wing yet, 30 
yet thing, 30 
thing seem, 30 
seem god, 30 
god let, 30 
let thee, 30 
thee flutter, 30 
flutter hi, 30 
hi gentle, 30 
gentle clasp, 30 
clasp fear, 30 
fear let, 30 
thee win, 30 
win far, 30 
far beyond, 30 
beyond gather, 30 
gather snatch, 30 
snatch thee, 30 
thee er, 30 
er eager, 30 
eager urgent, 30 
urgent grasp, 30 
grasp ah, 30 
ah remember, 30 
remember on, 30 
on conspiracy, 30 
conspiracy wa, 30 
wa rife, 30 
rife life, 30 
life languor, 30 
languor dream, 30 
dream fond, 30 
fond surg, 30 
surg grass, 30 
grass dizzy, 30 
dizzy think, 30 
think breeze, 30 
breeze three, 30 
three odor, 30 
odor bring, 30 
bring gem, 30 
gem flower, 30 
flower wave, 30 
wave wand, 30 
wand wa, 30 
wa distraught, 30 
distraught could, 30 
could speak, 30 
speak sidelong, 30 
sidelong full, 30 
full cheek, 30 
cheek reckless, 30 
reckless zephyr, 30 
zephyr ll, 30 
ll wild, 30 
wild touch, 30 
touch the, 30 
the dye, 30 
dye dust, 30 
dust wing, 30 
wing find, 30 
find wing, 30 
wing break, 30 
day thou, 30 
thou dead, 30 
dead say, 30 
say strange, 30 
strange bird, 30 
bird say, 30 
say find, 30 
find either, 37, 30 
either leave, 30 
leave eat, 30 
field wood, 31 
wood wall, 31 
wall went, 31 
went climb, 31 
climb hill, 31 
hill view, 31 
view look, 31 
look world, 31 
world descend, 31 
descend come, 31 
come highway, 31 
highway home, 31 
home lo, 31 
lo end, 31 
end leave, 31 
leave dead, 31 
dead ground, 31 
ground save, 31 
save oak, 31 
oak keep, 31 
keep travel, 31 
travel one, 31 
one one, 31 
one let, 31 
let go, 31 
go scrape, 31 
scrape creep, 31 
creep crust, 31 
crust snow, 31 
snow sleep, 31 
dead leave, 37, 31 
leave lie, 31 
lie muddy, 31 
muddy still, 31 
still longer, 31 
longer blow, 31 
blow hither, 31 
hither thither, 31 
thither last, 31 
last lone, 31 
lone after, 31 
after go, 31 
go flower, 31 
flower witch, 31 
witch hazel, 31 
hazel either, 31 
either heart, 31 
heart still, 31 
still each, 31 
each seek, 31 
seek foot, 31 
foot question, 31 
question whither, 31 
whither ah, 31 
ah heart, 31 
heart man, 31 
wa ever, 31 
ever less, 31 
less treason, 31 
treason go, 31 
go drift, 31 
drift thing, 31 
thing yield, 31 
yield grace, 31 
grace reason, 31 
reason bow, 31 
bow accept, 31 
accept accept, 31 
accept end, 31 
end love, 31 
love season, 31 
city withdraw, 32 
withdraw leave, 32 
leave last, 32 
last country, 32 
country country, 32 
country whirl, 32 
whirl snow, 32 
snow come, 32 
come lie, 32 
lie whirl, 32 
whirl foliage, 32 
foliage yet, 32 
yet lay, 32 
lay drive, 32 
drive stranger, 32 
stranger yard, 32 
yard look, 32 
look city, 32 
city yet, 32 
yet country, 32 
country fashion, 32 
fashion sit, 32 
sit wait, 32 
wait till, 32 
till draw, 32 
draw us, 32 
us button, 32 
button coat, 32 
coat ask, 32 
ask wa, 32 
wa prove, 32 
prove city, 32 
city come, 32 
come look, 32 
look cometh, 32 
cometh leave, 32 
leave behind, 32 
behind could, 32 
could without, 32 
without keep, 32 
keep christmas, 32 
christmas ask, 32 
ask would, 32 
would sell, 32 
sell christmas, 32 
christmas tree, 32 
tree wood, 32 
wood young, 32 
young fir, 32 
fir balsam, 32 
balsam like, 32 
like place, 32 
place house, 32 
house church, 32 
church spire, 32 
spire hadn, 32 
hadn think, 32 
think christmas, 32 
tree doubt, 32 
doubt wa, 32 
wa tempt, 32 
tempt moment, 32 
moment sell, 32 
sell foot, 32 
foot go, 32 
go car, 32 
car leave, 32 
leave slope, 32 
slope behind, 32 
house bare, 32 
bare sun, 32 
sun shine, 32 
shine warm, 32 
warm moon, 32 
moon ind, 32 
ind hate, 32 
hate know, 32 
know wa, 32 
wa yet, 32 
yet ind, 32 
hate hold, 32 
hold tree, 32 
tree except, 32 
except hold, 32 
hold refuse, 32 
refuse beyond, 32 
beyond time, 32 
time profit, 32 
profit growth, 32 
growth trial, 32 
trial market, 32 
market every, 32 
every must, 32 
must come, 32 
come all, 32 
all much, 32 
much thought, 32 
thought sell, 32 
sell 12, 32 
12 whether, 32 
whether mistaken, 32 
mistaken courtesy, 32 
courtesy fear, 32 
fear seem, 32 
seem short, 32 
short speech, 32 
speech whether, 32 
whether hope, 32 
hope hear, 32 
hear good, 32 
good wa, 32 
wa mine, 32 
mine say, 32 
say there, 32 
there agent, 32 
agent enough, 32 
enough worth, 32 
worth î, 32 
î i, 32, 35 
i could, 32 
could soon, 32 
soon tell, 32 
tell man, 32 
man would, 32 
would cut, 32 
cut let, 32 
let look, 32 
look î, 32 
î you, 32 
you could, 32 
could look, 32 
look dont, 32 
dont expect, 32 
expect ism, 32 
ism go, 32 
go let, 32 
let î, 32 
î pasteur, 32 
pasteur spring, 32 
spring clump, 32 
clump close, 32 
close low, 32 
bough quit, 32 
quit solitary, 32 
solitary equal, 32 
equal bough, 32 
bough round, 32 
round round, 32 
round latter, 32 
latter nod, 32 
nod eyes, 32 
eyes pus, 32 
pus say, 32 
say beneath, 32 
beneath lovely, 32 
lovely one, 32 
one buyers, 32 
buyers modern, 32 
modern that, 32 
that would, 32 
would î, 32 
î think, 32 
think want, 32 
want say, 32 
say climb, 32 
climb pasteur, 32 
pasteur south, 32 
south cross, 32 
cross come, 32 
come north, 32 
north say, 32 
say a, 32 
a thousand, 32 
thousand î, 32 
î a, 32 
thousand christmas, 32 
tree apiece, 32 
apiece î, 32 
î feel, 32 
feel need, 32 
need soften, 32 
soften a, 32 
thousand tree, 32 
tree would, 32 
would come, 32 
come thirty, 32 
thirty dollar, 32 
dollar î, 32 
î wa, 32 
wa certain, 32 
certain never, 32 
never mean, 32 
mean let, 32 
let never, 32 
never show, 32 
show surprise, 32 
surprise thirty, 32 
dollar seem, 32 
seem small, 32 
small beside, 32 
beside extent, 32 
extent pasteur, 32 
pasteur strip, 32 
strip three, 32 
three cent, 32 
cent wa, 32 
wa figure, 32 
figure apiece, 32 
apiece three, 32 
cent small, 32 
beside dollar, 32 
dollar friend, 32 
friend 13, 32 
13 write, 32 
write within, 32 
within hour, 32 
hour would, 32 
would pay, 32 
pay city, 32 
city good, 32 
good tree, 32 
tree like, 32 
like regular, 32 
regular vestry, 32 
vestry tree, 32 
tree whole, 32 
whole sunday, 32 
sunday school, 32 
school could, 32 
could hang, 32 
hang enough, 32 
enough pick, 32 
pick enough, 32 
enough thousand, 32 
tree didn, 32 
didn know, 32 
know worth, 32 
worth three, 32 
cent give, 32 
give away, 32 
away sell, 32 
sell may, 32 
may show, 32 
show simple, 32 
simple call, 32 
call bad, 32 
bad couldn, 32 
couldn lie, 32 
lie one, 32 
one letter, 32 
letter canst, 32 
canst help, 32 
help wish, 32 
wish could, 32 
could send, 32 
send one, 32 
wish therewith, 32 
therewith merry, 32 
merry christmas, 32 
door look, 33 
look darkly, 33 
darkly thin, 33 
thin frost, 33 
frost almost, 33 
almost spear, 33 
spear star, 33 
star gather, 33 
gather pane, 33 
pane empty, 33 
empty room, 33 
room keep, 33 
keep hi, 33 
eye give, 33 
give back, 33 
back gaze, 33 
gaze wa, 33 
wa lamp, 33 
lamp tilt, 33 
tilt near, 33 
near hi, 33 
hand keep, 33 
keep remember, 33 
remember wa, 33, 35 
wa bring, 33 
bring creak, 33 
creak room, 33 
room wa, 33 
wa age, 33 
age stand, 33 
stand barrel, 33 
barrel round, 33 
round loss, 33 
loss scare, 33 
scare cellar, 33 
cellar clump, 33 
clump scare, 33 
scare on, 33 
on clump, 33 
scare outer, 33 
outer night, 33 
night ha, 33 
sound familiar, 33 
familiar like, 33 
like roar, 33 
roar tree, 33 
tree crack, 33 
crack branch, 33 
branch common, 33 
common thing, 33 
thing not, 33 
not like, 33 
like beat, 33 
beat box, 33 
box light, 33 
wa one, 33 
one sit, 33 
sit concern, 33 
concern know, 33 
know quiet, 33 
quiet light, 33 
light even, 33 
even consigne, 33 
consigne moon, 33 
moon wa, 33 
wa late, 33 
late arms, 33 
arms break, 33 
break moon, 33 
moon better, 33 
better sun, 33 
sun and, 33 
and case, 33 
case charge, 33 
charge hi, 33 
hi snow, 33 
snow upon, 33 
upon roof, 33 
roof hi, 33 
hi ici, 33 
ici along, 33 
wall keep, 33 
keep sleep, 33 
sleep log, 33 
log shift, 33 
shift jolt, 33 
jolt on, 33 
on stove, 33 
stove disturb, 33 
disturb shift, 33 
shift a, 33 
a hi, 33 
hi heavy, 33 
heavy breath, 33 
breath still, 33 
still sleep, 33 
sleep one, 33 
one age, 33 
age man, 33 
man one, 33 
one man, 33 
man canst, 33 
canst fill, 33 
fill house, 33 
house farm, 33 
farm countryside, 33 
countryside it, 33 
it the, 33 
the doe, 33 
doe winter, 33 
winter night, 33 
there patch, 34 
patch old, 34 
old snow, 34 
snow corner, 34 
corner guess, 34 
guess wa, 34 
wa blow, 34 
away paper, 34 
paper rain, 34 
rain bring, 34 
bring rest, 34 
rest speck, 34 
speck grime, 34 
grime small, 34 
small print, 34 
print overspread, 34 
overspread news, 34 
news day, 34 
day iv, 34 
iv forget, 34 
forget ever, 34 
ever read, 34 
when wa, 35 
far could, 35 
could walk, 35 
walk day, 35 
day wa, 35, 36 
wa hour, 35 
hour still, 35 
still lean, 35 
lean head, 35 
head flower, 35 
flower hear, 35 
hear talk, 35 
talk dont, 35 
dont say, 35 
say didn, 35 
didn hear, 35 
hear say, 35 
say speak, 35 
speak flower, 35 
flower window, 35 
window sill, 35 
sill remember, 35 
wa say, 35 
say î, 35 
î first, 35 
first tell, 35 
tell wa, 35 
wa think, 35 
think hear, 35 
hear have, 35 
have find, 35 
flower drive, 35 
drive bee, 35 
bee away, 35 
away lean, 35 
head hold, 35 
hold stalk, 35 
stalk listen, 35 
listen think, 35 
think catch, 35 
catch word, 35 
word wa, 35 
wa call, 35 
call name, 35 
name say, 35 
say someone, 35 
someone say, 35 
say come, 35 
come hear, 35 
hear bow, 35 
bow î, 35 
i may, 35 
may think, 35 
think much, 35 
much aloud, 35 
aloud î, 35 
î well, 35 
well come, 35 
come î, 35 
go hill, 36 
hill along, 36 
wall wa, 36 
wa gate, 36 
gate lean, 36 
lean view, 36 
view turn, 36 
turn first, 36 
see come, 36 
hill meet, 36 
meet day, 36 
wa mingle, 36 
mingle great, 36 
great small, 36 
small footprints, 36 
footprints summer, 36 
summer dust, 36 
dust draw, 36 
draw figure, 36 
figure less, 36 
less two, 36 
two one, 36 
one yet, 36 
yet paradol, 36 
paradol point, 36 
point devil, 36 
devil one, 36 
one deep, 36 
deep thrust, 36 
thrust time, 36 
time talk, 41, 36 
talk seem, 36 
seem see, 36 
see cometh, 36 
cometh smile, 36 
smile dust, 36 
dust oh, 36 
oh wa, 36 
wa without, 36 
without prejudice, 36 
prejudice afterward, 36 
afterward go, 36 
go past, 49, 36 
past pas, 36 
pas before, 36 
before meet, 36 
meet pass, 36 
june brook, 37 
brook run, 37 
run song, 37 
song speed, 37 
speed seek, 37 
seek much, 37 
much find, 37 
either go, 37 
go rope, 37 
rope underground, 37 
underground take, 37 
take half, 37 
half breed, 37 
breed shout, 37 
shout mist, 37 
mist month, 37 
month ago, 37 
ago like, 37 
ghost sleigh, 37 
sleigh bell, 37 
bell ghost, 37 
ghost snow, 37 
snow flourish, 37 
flourish come, 37 
come jewel, 37 
jewel weed, 37 
weed weak, 37 
weak foliage, 37 
foliage blow, 37 
blow upon, 37 
upon bend, 37 
bend even, 37 
even way, 37 
way water, 37 
water go, 37 
go bed, 37 
bed leave, 37 
leave fade, 37 
fade paper, 37 
paper sheet, 37 
sheet dead, 37 
stick together, 37 
together heat, 37 
heat brook, 37 
brook none, 37 
none remember, 37 
remember long, 37 
long the, 37 
the see, 37 
see far, 37 
far brook, 37 
brook take, 37 
take otherwher, 37 
otherwher song, 37 
song love, 37 
love thing, 37 
thing love, 37 
singer everyone, 38 
everyone ha, 38 
ha hear, 38 
hear loud, 38 
loud mid, 38 
mid summer, 38 
summer mid, 38 
mid wood, 38 
wood bird, 38 
bird make, 38 
make solid, 38 
solid tree, 38 
tree trunk, 38 
trunk sound, 38 
sound say, 38 
say leave, 38 
leave old, 38 
old flower, 38 
flower mid, 38 
summer spring, 38 
spring one, 38 
one ten, 38 
ten say, 38 
say early, 38 
early petal, 38 
petal fall, 40, 38 
fall past, 38 
past pear, 38 
pear cherry, 38 
cherry bloom, 38 
bloom go, 38 
go shower, 38 
shower sunny, 38 
sunny day, 38 
day moment, 38 
moment overcast, 38 
overcast come, 38 
come fall, 38 
fall name, 38 
name fall, 38 
fall say, 38 
say highway, 38 
highway dust, 38 
dust bird, 38 
bird would, 38 
would cease, 38 
cease bird, 38 
bird know, 38 
know sing, 38 
sing sing, 38 
sing question, 38 
question frame, 38 
frame word, 38 
word make, 38 
make diminish, 38 
diminish thing, 38 
love ha, 39 
ha earth, 39 
earth cling, 39 
cling hill, 39 
hill circle, 39 
circle arm, 39 
arm wall, 39 
wall within, 39 
within wall, 39 
wall shut, 39 
shut fear, 39 
fear think, 39 
think ha, 39 
ha need, 39 
need thing, 39 
thing thought, 39 
thought ha, 39 
ha pair, 39 
pair doubtless, 39 
doubtless wing, 39 
wing snow, 39 
snow sand, 39 
sand turf, 39 
turf see, 39 
see love, 39 
ha leave, 39 
leave print, 39 
print trace, 39 
trace strain, 39 
strain world, 39 
world embrace, 39 
embrace love, 39 
love glad, 39 
glad think, 39 
ha shake, 39 
shake hi, 39 
hi ankle, 39 
ankle free, 39 
free thought, 39 
thought clear, 39 
clear interstellar, 39 
interstellar gloom, 39 
gloom sit, 39 
sit siriusí, 39 
siriusí disc, 39 
disc night, 39 
night till, 39 
till day, 39 
day make, 39 
make retract, 39 
retract hi, 39 
hi flight, 39 
flight smell, 39 
smell burn, 39 
burn every, 39 
every plume, 39 
plume back, 39 
back past, 39 
past sun, 39 
sun earthly, 39 
earthly room, 39 
room hi, 39 
hi gain, 39 
gain heaven, 39 
heaven yet, 39 
yet say, 39 
say love, 39 
love thrill, 39 
thrill simple, 39 
simple stay, 39 
stay possess, 39 
possess never, 39 
never beauty, 39 
beauty think, 39 
think fare, 39 
fare far, 39 
far find, 39 
find fuse, 39 
fuse not, 39 
not star, 39 
come fetch, 40 
fetch work, 40 
work night, 40 
night supper, 40 
supper table, 40 
table well, 40 
well see, 40 
see leave, 40 
leave burn, 40 
burn white, 40 
white soft, 40 
