Words, Inverted Index ,,,,,,,,,,,,,,,,,,,,,,,,,
happy,1,10,30,,,,,,,,,,,,,,,,,,,,,,,
bee,1,10,35,28,,,,,,,,,,,,,,,,,,,,,,
swarm,1,,,,,,,,,,,,,,,,,,,,,,,,,
dilate,1,,,,,,,,,,,,,,,,,,,,,,,,,
round,32,1,45,33,,,,,,,,,,,,,,,,,,,,,,
perfect,1,,,,,,,,,,,,,,,,,,,,,,,,,
suddenly,1,26,,,,,,,,,,,,,,,,,,,,,,,,
above,1,10,29,30,,,,,,,,,,,,,,,,,,,,,,
method,1,,,,,,,,,,,,,,,,,,,,,,,,,
thrust,1,36,41,,,,,,,,,,,,,,,,,,,,,,,
need,32,1,39,10,26,,,,,,,,,,,,,,,,,,,,,
bill,1,,,,,,,,,,,,,,,,,,,,,,,,,
blossom,1,,,,,,,,,,,,,,,,,,,,,,,,,
mid,1,38,,,,,,,,,,,,,,,,,,,,,,,,
air,1,12,13,14,44,50,25,30,,,,,,,,,,,,,,,,,,
the,1,33,37,14,15,16,46,22,23,24,25,28,29,30,,,,,,,,,,,,
reserve,1,,,,,,,,,,,,,,,,,,,,,,,,,
sanction,1,,,,,,,,,,,,,,,,,,,,,,,,,
fulfil,1,,,,,,,,,,,,,,,,,,,,,,,,,
way,1,37,40,43,13,47,17,29,,,,,,,,,,,,,,,,,,
gaunt,1,,,,,,,,,,,,,,,,,,,,,,,,,
grey,1,,,,,,,,,,,,,,,,,,,,,,,,,
roam,1,,,,,,,,,,,,,,,,,,,,,,,,,
dumb,1,11,,,,,,,,,,,,,,,,,,,,,,,,
because,1,11,20,47,,,,,,,,,,,,,,,,,,,,,,
gay,1,47,,,,,,,,,,,,,,,,,,,,,,,,
take,1,37,17,22,24,25,,,,,,,,,,,,,,,,,,,,
age,1,28,33,,,,,,,,,,,,,,,,,,,,,,,
measure,1,50,11,,,,,,,,,,,,,,,,,,,,,,,
worth,32,1,25,,,,,,,,,,,,,,,,,,,,,,,
treasury,1,,,,,,,,,,,,,,,,,,,,,,,,,
satyr,1,,,,,,,,,,,,,,,,,,,,,,,,,
meadow,1,,,,,,,,,,,,,,,,,,,,,,,,,
sun,32,1,33,39,43,12,18,19,22,25,29,30,,,,,,,,,,,,,,
jewel,1,37,,,,,,,,,,,,,,,,,,,,,,,,
circle,1,14,39,,,,,,,,,,,,,,,,,,,,,,,
wider,1,,,,,,,,,,,,,,,,,,,,,,,,,
around,1,41,,,,,,,,,,,,,,,,,,,,,,,,
quit,32,1,40,,,,,,,,,,,,,,,,,,,,,,,
exclude,1,,,,,,,,,,,,,,,,,,,,,,,,,
breath,1,18,25,33,,,,,,,,,,,,,,,,,,,,,,
temple,1,,,,,,,,,,,,,,,,,,,,,,,,,
heat,1,19,37,43,,,,,,,,,,,,,,,,,,,,,,
bow,1,35,31,,,,,,,,,,,,,,,,,,,,,,,
right,1,23,,,,,,,,,,,,,,,,,,,,,,,,
worship,1,,,,,,,,,,,,,,,,,,,,,,,,,
thousand,32,1,,,,,,,,,,,,,,,,,,,,,,,,
oris,1,19,,,,,,,,,,,,,,,,,,,,,,,,
grass,1,12,30,,,,,,,,,,,,,,,,,,,,,,,
every,32,1,39,13,15,48,,,,,,,,,,,,,,,,,,,,
second,1,,,,,,,,,,,,,,,,,,,,,,,,,
spear,1,33,,,,,,,,,,,,,,,,,,,,,,,,
seem,32,1,36,43,45,14,48,19,28,29,30,,,,,,,,,,,,,,,
tip,1,,,,,,,,,,,,,,,,,,,,,,,,,
wing,1,30,39,,,,,,,,,,,,,,,,,,,,,,,
color,1,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere,1,,,,,,,,,,,,,,,,,,,,,,,,,
rays,1,43,,,,,,,,,,,,,,,,,,,,,,,,
spot,1,,,,,,,,,,,,,,,,,,,,,,,,,
genet,1,,,,,,,,,,,,,,,,,,,,,,,,,
favour,1,,,,,,,,,,,,,,,,,,,,,,,,,
obtain,1,,,,,,,,,,,,,,,,,,,,,,,,,
grace,1,31,,,,,,,,,,,,,,,,,,,,,,,,
hour,32,1,35,14,19,29,,,,,,,,,,,,,,,,,,,,
confuse,1,,,,,,,,,,,,,,,,,,,,,,,,,
lack,1,19,22,,,,,,,,,,,,,,,,,,,,,,,
seemingly,1,,,,,,,,,,,,,,,,,,,,,,,,,
mistress,1,13,,,,,,,,,,,,,,,,,,,,,,,,
master,1,,,,,,,,,,,,,,,,,,,,,,,,,
plaster,1,,,,,,,,,,,,,,,,,,,,,,,,,
fashion,32,1,,,,,,,,,,,,,,,,,,,,,,,,
mary,1,13,,,,,,,,,,,,,,,,,,,,,,,,
wonder,1,50,22,47,,,,,,,,,,,,,,,,,,,,,,
owner,1,,,,,,,,,,,,,,,,,,,,,,,,,
answer,1,,,,,,,,,,,,,,,,,,,,,,,,,
must,32,1,13,16,21,22,24,27,29,,,,,,,,,,,,,,,,,
want,32,1,22,,,,,,,,,,,,,,,,,,,,,,,
join,1,20,,,,,,,,,,,,,,,,,,,,,,,,
coldly,1,,,,,,,,,,,,,,,,,,,,,,,,,
repose,1,,,,,,,,,,,,,,,,,,,,,,,,,
boldly,1,,,,,,,,,,,,,,,,,,,,,,,,,
knock,1,,,,,,,,,,,,,,,,,,,,,,,,,
echo,1,,,,,,,,,,,,,,,,,,,,,,,,,
beggar,1,,,,,,,,,,,,,,,,,,,,,,,,,
rose,1,30,,,,,,,,,,,,,,,,,,,,,,,,
errand,1,23,,,,,,,,,,,,,,,,,,,,,,,,
disclose,1,,,,,,,,,,,,,,,,,,,,,,,,,
best,1,13,,,,,,,,,,,,,,,,,,,,,,,,
real,1,,,,,,,,,,,,,,,,,,,,,,,,,
heroic,1,22,,,,,,,,,,,,,,,,,,,,,,,,
maid,1,,,,,,,,,,,,,,,,,,,,,,,,,
unlucky,1,,,,,,,,,,,,,,,,,,,,,,,,,
gain,1,39,,,,,,,,,,,,,,,,,,,,,,,,
gather,1,33,22,28,30,,,,,,,,,,,,,,,,,,,,,
loose,1,,,,,,,,,,,,,,,,,,,,,,,,,
entertain,1,,,,,,,,,,,,,,,,,,,,,,,,,
very,1,22,47,,,,,,,,,,,,,,,,,,,,,,,
much,32,1,35,37,45,15,18,,,,,,,,,,,,,,,,,,,
support,1,,,,,,,,,,,,,,,,,,,,,,,,,
missile,1,,,,,,,,,,,,,,,,,,,,,,,,,
shine,32,1,,,,,,,,,,,,,,,,,,,,,,,,
grant,1,,,,,,,,,,,,,,,,,,,,,,,,,
silent,1,27,14,,,,,,,,,,,,,,,,,,,,,,,
boon,1,,,,,,,,,,,,,,,,,,,,,,,,,
specter,1,43,,,,,,,,,,,,,,,,,,,,,,,,
move,1,,,,,,,,,,,,,,,,,,,,,,,,,
babcock,1,14,,,,,,,,,,,,,,,,,,,,,,,,
lightly,1,44,,,,,,,,,,,,,,,,,,,,,,,,
enter,16,1,,,,,,,,,,,,,,,,,,,,,,,,
stubble,1,42,,,,,,,,,,,,,,,,,,,,,,,,
labor,1,19,,,,,,,,,,,,,,,,,,,,,,,,
voice,1,50,22,15,,,,,,,,,,,,,,,,,,,,,,
late,1,42,33,,,,,,,,,,,,,,,,,,,,,,,
antiphoni,1,,,,,,,,,,,,,,,,,,,,,,,,,
afterglow,1,,,,,,,,,,,,,,,,,,,,,,,,,
moon,32,1,33,14,18,20,,,,,,,,,,,,,,,,,,,,
sit,32,1,33,39,17,26,,,,,,,,,,,,,,,,,,,,
side,24,1,,,,,,,,,,,,,,,,,,,,,,,,
first,1,35,36,22,30,,,,,,,,,,,,,,,,,,,,,
lose,40,1,50,14,,,,,,,,,,,,,,,,,,,,,,
amid,1,18,,,,,,,,,,,,,,,,,,,,,,,,
alike,1,,,,,,,,,,,,,,,,,,,,,,,,,
oppose,1,18,,,,,,,,,,,,,,,,,,,,,,,,
prevent,1,,,,,,,,,,,,,,,,,,,,,,,,,
shadow,1,22,,,,,,,,,,,,,,,,,,,,,,,,
hawk,1,25,,,,,,,,,,,,,,,,,,,,,,,,
people,1,,,,,,,,,,,,,,,,,,,,,,,,,
heaven,1,43,22,39,,,,,,,,,,,,,,,,,,,,,,
vague,1,,,,,,,,,,,,,,,,,,,,,,,,,
unearthed,1,,,,,,,,,,,,,,,,,,,,,,,,,
cry,1,22,23,,,,,,,,,,,,,,,,,,,,,,,
flung,1,,,,,,,,,,,,,,,,,,,,,,,,,
headlong,1,,,,,,,,,,,,,,,,,,,,,,,,,
fierce,1,,,,,,,,,,,,,,,,,,,,,,,,,
than,1,,,,,,,,,,,,,,,,,,,,,,,,,
anti,1,,,,,,,,,,,,,,,,,,,,,,,,,
dimly,1,,,,,,,,,,,,,,,,,,,,,,,,,
secret,1,,,,,,,,,,,,,,,,,,,,,,,,,
pirouett,1,,,,,,,,,,,,,,,,,,,,,,,,,
seek,1,37,44,16,18,20,21,22,26,31,,,,,,,,,,,,,,,,
endless,1,,,,,,,,,,,,,,,,,,,,,,,,,
purblind,1,,,,,,,,,,,,,,,,,,,,,,,,,
hast,1,,,,,,,,,,,,,,,,,,,,,,,,,
swallow,16,1,,,,,,,,,,,,,,,,,,,,,,,,
sweep,1,,,,,,,,,,,,,,,,,,,,,,,,,
grasp,1,30,,,,,,,,,,,,,,,,,,,,,,,,
abyss,1,,,,,,,,,,,,,,,,,,,,,,,,,
odor,1,30,15,,,,,,,,,,,,,,,,,,,,,,,
rustle,1,,,,,,,,,,,,,,,,,,,,,,,,,
advent,1,,,,,,,,,,,,,,,,,,,,,,,,,
on,1,33,43,14,20,22,25,30,,,,,,,,,,,,,,,,,,
inter,1,,,,,,,,,,,,,,,,,,,,,,,,,
instrument,1,49,,,,,,,,,,,,,,,,,,,,,,,,
try,48,1,17,,,,,,,,,,,,,,,,,,,,,,,
twice,1,,,,,,,,,,,,,,,,,,,,,,,,,
thrice,1,,,,,,,,,,,,,,,,,,,,,,,,,
worn,1,,,,,,,,,,,,,,,,,,,,,,,,,
book,1,,,,,,,,,,,,,,,,,,,,,,,,,
golden,1,23,,,,,,,,,,,,,,,,,,,,,,,,
song,1,37,15,16,25,28,,,,,,,,,,,,,,,,,,,,
read,1,34,22,,,,,,,,,,,,,,,,,,,,,,,
fresh,1,28,22,,,,,,,,,,,,,,,,,,,,,,,
memory,1,22,,,,,,,,,,,,,,,,,,,,,,,,
absent,1,,,,,,,,,,,,,,,,,,,,,,,,,
line,1,28,49,,,,,,,,,,,,,,,,,,,,,,,
shall,1,50,22,26,28,,,,,,,,,,,,,,,,,,,,,
greet,1,44,22,,,,,,,,,,,,,,,,,,,,,,,
young,32,1,44,47,,,,,,,,,,,,,,,,,,,,,,
dwelt,16,1,,,,,,,,,,,,,,,,,,,,,,,,
vale,1,,,,,,,,,,,,,,,,,,,,,,,,,
men,1,15,,,,,,,,,,,,,,,,,,,,,,,,
ring,24,1,26,,,,,,,,,,,,,,,,,,,,,,,
maiden,1,,,,,,,,,,,,,,,,,,,,,,,,,
pale,1,19,,,,,,,,,,,,,,,,,,,,,,,,
whose,1,29,,,,,,,,,,,,,,,,,,,,,,,,
garment,1,,,,,,,,,,,,,,,,,,,,,,,,,
trail,1,26,,,,,,,,,,,,,,,,,,,,,,,,
across,1,20,15,,,,,,,,,,,,,,,,,,,,,,,
reed,1,,,,,,,,,,,,,,,,,,,,,,,,,
kind,1,43,15,,,,,,,,,,,,,,,,,,,,,,,
bloom,1,28,38,,,,,,,,,,,,,,,,,,,,,,,
sound,1,33,38,19,22,23,26,,,,,,,,,,,,,,,,,,,
room,48,1,39,33,,,,,,,,,,,,,,,,,,,,,,
outer,1,33,,,,,,,,,,,,,,,,,,,,,,,,
single,1,20,44,,,,,,,,,,,,,,,,,,,,,,,
often,1,,,,,,,,,,,,,,,,,,,,,,,,,
moment,32,1,44,38,,,,,,,,,,,,,,,,,,,,,,
west,1,28,30,,,,,,,,,,,,,,,,,,,,,,,
almost,1,33,,,,,,,,,,,,,,,,,,,,,,,,
fly,1,42,28,44,,,,,,,,,,,,,,,,,,,,,,
vainly,1,15,,,,,,,,,,,,,,,,,,,,,,,,
listen,1,50,35,20,,,,,,,,,,,,,,,,,,,,,,
withdraw,32,1,44,,,,,,,,,,,,,,,,,,,,,,,
forest,16,1,29,49,,,,,,,,,,,,,,,,,,,,,,
ponder,1,,,,,,,,,,,,,,,,,,,,,,,,,
strong,1,44,,,,,,,,,,,,,,,,,,,,,,,,
pensive,1,,,,,,,,,,,,,,,,,,,,,,,,,
head,1,50,35,,,,,,,,,,,,,,,,,,,,,,,
dare,1,20,22,,,,,,,,,,,,,,,,,,,,,,,
footstep,1,,,,,,,,,,,,,,,,,,,,,,,,,
stray,1,,,,,,,,,,,,,,,,,,,,,,,,,
undo,1,,,,,,,,,,,,,,,,,,,,,,,,,
wrong,1,,,,,,,,,,,,,,,,,,,,,,,,,
near,24,1,33,,,,,,,,,,,,,,,,,,,,,,,
behind,32,1,20,21,26,28,,,,,,,,,,,,,,,,,,,,
bough,32,1,20,25,28,,,,,,,,,,,,,,,,,,,,,
outside,1,,,,,,,,,,,,,,,,,,,,,,,,,
pang,1,,,,,,,,,,,,,,,,,,,,,,,,,
call,32,1,35,41,43,44,49,29,,,,,,,,,,,,,,,,,,
doe,1,33,,,,,,,,,,,,,,,,,,,,,,,,
aid,1,,,,,,,,,,,,,,,,,,,,,,,,,
aloof,1,,,,,,,,,,,,,,,,,,,,,,,,,
wake,1,22,,,,,,,,,,,,,,,,,,,,,,,,
proof,1,,,,,,,,,,,,,,,,,,,,,,,,,
prove,32,1,,,,,,,,,,,,,,,,,,,,,,,,
mistaken,32,1,,,,,,,,,,,,,,,,,,,,,,,,
sometime,1,50,43,,,,,,,,,,,,,,,,,,,,,,,
wayside,1,,,,,,,,,,,,,,,,,,,,,,,,,
nook,1,,,,,,,,,,,,,,,,,,,,,,,,,
mischief,1,,,,,,,,,,,,,,,,,,,,,,,,,
vagrant,1,,,,,,,,,,,,,,,,,,,,,,,,,
search,1,,,,,,,,,,,,,,,,,,,,,,,,,
feel,32,1,26,19,,,,,,,,,,,,,,,,,,,,,,
forsaken,1,,,,,,,,,,,,,,,,,,,,,,,,,
tire,1,,,,,,,,,,,,,,,,,,,,,,,,,
mankind,1,,,,,,,,,,,,,,,,,,,,,,,,,
he,1,41,47,,,,,,,,,,,,,,,,,,,,,,,
slope,32,1,,,,,,,,,,,,,,,,,,,,,,,,
cattle,1,,,,,,,,,,,,,,,,,,,,,,,,,
lawn,1,,,,,,,,,,,,,,,,,,,,,,,,,
toll,1,,,,,,,,,,,,,,,,,,,,,,,,,
julie,1,25,,,,,,,,,,,,,,,,,,,,,,,,
unseen,1,,,,,,,,,,,,,,,,,,,,,,,,,
define,1,,,,,,,,,,,,,,,,,,,,,,,,,
home,24,1,31,,,,,,,,,,,,,,,,,,,,,,,
farther,1,,,,,,,,,,,,,,,,,,,,,,,,,
grave,1,,,,,,,,,,,,,,,,,,,,,,,,,
hill,1,36,39,41,22,25,28,31,,,,,,,,,,,,,,,,,,
live,1,49,,,,,,,,,,,,,,,,,,,,,,,,
which,1,,,,,,,,,,,,,,,,,,,,,,,,,
mind,1,22,,,,,,,,,,,,,,,,,,,,,,,,
arm,1,39,23,,,,,,,,,,,,,,,,,,,,,,,
lo,1,31,,,,,,,,,,,,,,,,,,,,,,,,
hillside,1,,,,,,,,,,,,,,,,,,,,,,,,,
aglow,1,,,,,,,,,,,,,,,,,,,,,,,,,
smell,1,18,39,,,,,,,,,,,,,,,,,,,,,,,
bruised,1,,,,,,,,,,,,,,,,,,,,,,,,,
plant,1,43,22,49,,,,,,,,,,,,,,,,,,,,,,
crater,1,,,,,,,,,,,,,,,,,,,,,,,,,
ant,1,,,,,,,,,,,,,,,,,,,,,,,,,
never,32,1,39,47,48,50,28,,,,,,,,,,,,,,,,,,,
scythe,1,19,,,,,,,,,,,,,,,,,,,,,,,,
ground,1,41,44,24,31,,,,,,,,,,,,,,,,,,,,,
perhaps,1,19,47,,,,,,,,,,,,,,,,,,,,,,,
cometh,32,1,36,42,43,19,24,26,,,,,,,,,,,,,,,,,,
ill,1,22,,,,,,,,,,,,,,,,,,,,,,,,
self,1,,,,,,,,,,,,,,,,,,,,,,,,,
any,1,,,,,,,,,,,,,,,,,,,,,,,,,
truth,1,45,,,,,,,,,,,,,,,,,,,,,,,,
weak,1,37,,,,,,,,,,,,,,,,,,,,,,,,
earnest,1,,,,,,,,,,,,,,,,,,,,,,,,,
scale,1,,,,,,,,,,,,,,,,,,,,,,,,,
row,1,,,,,,,,,,,,,,,,,,,,,,,,,
point,1,36,,,,,,,,,,,,,,,,,,,,,,,,
spike,1,42,,,,,,,,,,,,,,,,,,,,,,,,
scare,1,50,33,,,,,,,,,,,,,,,,,,,,,,,
bright,1,,,,,,,,,,,,,,,,,,,,,,,,,
snake,1,,,,,,,,,,,,,,,,,,,,,,,,,
fact,1,,,,,,,,,,,,,,,,,,,,,,,,,
hay,1,,,,,,,,,,,,,,,,,,,,,,,,,
dry,1,42,28,44,,,,,,,,,,,,,,,,,,,,,,
pail,1,25,,,,,,,,,,,,,,,,,,,,,,,,
brook,1,20,37,,,,,,,,,,,,,,,,,,,,,,,
both,1,,,,,,,,,,,,,,,,,,,,,,,,,
excuse,1,,,,,,,,,,,,,,,,,,,,,,,,,
chill,1,,,,,,,,,,,,,,,,,,,,,,,,,
meet,1,36,23,,,,,,,,,,,,,,,,,,,,,,,
slowly,1,43,,,,,,,,,,,,,,,,,,,,,,,,
barren,40,1,,,,,,,,,,,,,,,,,,,,,,,,
pus,32,1,43,,,,,,,,,,,,,,,,,,,,,,,
some,1,,,,,,,,,,,,,,,,,,,,,,,,,
hide,24,1,20,21,,,,,,,,,,,,,,,,,,,,,,
ready,1,,,,,,,,,,,,,,,,,,,,,,,,,
laughter,1,22,,,,,,,,,,,,,,,,,,,,,,,,
soon,32,1,,,,,,,,,,,,,,,,,,,,,,,,
ere,40,1,27,,,,,,,,,,,,,,,,,,,,,,,
note,1,,,,,,,,,,,,,,,,,,,,,,,,,
slender,1,,,,,,,,,,,,,,,,,,,,,,,,,
tinel,1,,,,,,,,,,,,,,,,,,,,,,,,,
drop,1,,,,,,,,,,,,,,,,,,,,,,,,,
float,1,,,,,,,,,,,,,,,,,,,,,,,,,
pool,1,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,1,,,,,,,,,,,,,,,,,,,,,,,,,
blade,1,41,,,,,,,,,,,,,,,,,,,,,,,,
tea,1,,,,,,,,,,,,,,,,,,,,,,,,,
flout,1,,,,,,,,,,,,,,,,,,,,,,,,,
gait,1,,,,,,,,,,,,,,,,,,,,,,,,,
someone,1,35,25,,,,,,,,,,,,,,,,,,,,,,,
really,1,,,,,,,,,,,,,,,,,,,,,,,,,
piti,1,,,,,,,,,,,,,,,,,,,,,,,,,
require,1,,,,,,,,,,,,,,,,,,,,,,,,,
later,1,,,,,,,,,,,,,,,,,,,,,,,,,
inspire,1,42,,,,,,,,,,,,,,,,,,,,,,,,
understand,1,23,,,,,,,,,,,,,,,,,,,,,,,,
friend,32,1,22,41,,,,,,,,,,,,,,,,,,,,,,
babe,1,,,,,,,,,,,,,,,,,,,,,,,,,
play,24,1,25,,,,,,,,,,,,,,,,,,,,,,,
brave,1,22,,,,,,,,,,,,,,,,,,,,,,,,
slay,1,,,,,,,,,,,,,,,,,,,,,,,,,
dissembl,1,,,,,,,,,,,,,,,,,,,,,,,,,
surprise,32,1,,,,,,,,,,,,,,,,,,,,,,,,
valor,1,,,,,,,,,,,,,,,,,,,,,,,,,
reign,1,,,,,,,,,,,,,,,,,,,,,,,,,
parade,1,22,,,,,,,,,,,,,,,,,,,,,,,,
sword,1,,,,,,,,,,,,,,,,,,,,,,,,,
wide,1,46,,,,,,,,,,,,,,,,,,,,,,,,
asphodel,1,,,,,,,,,,,,,,,,,,,,,,,,,
fore,48,1,50,,,,,,,,,,,,,,,,,,,,,,,
utmost,1,,,,,,,,,,,,,,,,,,,,,,,,,
reward,1,,,,,,,,,,,,,,,,,,,,,,,,,
whole,32,1,,,,,,,,,,,,,,,,,,,,,,,,
shatter,1,28,,,,,,,,,,,,,,,,,,,,,,,,
dye,1,30,,,,,,,,,,,,,,,,,,,,,,,,
verdure,1,,,,,,,,,,,,,,,,,,,,,,,,,
wise,1,50,,,,,,,,,,,,,,,,,,,,,,,,
angel,1,,,,,,,,,,,,,,,,,,,,,,,,,
host,1,,,,,,,,,,,,,,,,,,,,,,,,,
ó,1,25,,,,,,,,,,,,,,,,,,,,,,,,
bind,1,22,,,,,,,,,,,,,,,,,,,,,,,,
distant,1,,,,,,,,,,,,,,,,,,,,,,,,,
break,1,33,22,29,30,,,,,,,,,,,,,,,,,,,,,
wave,1,30,,,,,,,,,,,,,,,,,,,,,,,,
cliff,1,,,,,,,,,,,,,,,,,,,,,,,,,
top,1,,,,,,,,,,,,,,,,,,,,,,,,,
proclaim,1,,,,,,,,,,,,,,,,,,,,,,,,,
soul,1,22,30,,,,,,,,,,,,,,,,,,,,,,,
birth,40,1,,,,,,,,,,,,,,,,,,,,,,,,
trial,32,1,,,,,,,,,,,,,,,,,,,,,,,,
exist,1,,,,,,,,,,,,,,,,,,,,,,,,,
obscure,1,,,,,,,,,,,,,,,,,,,,,,,,,
spirit,1,22,,,,,,,,,,,,,,,,,,,,,,,,
troop,1,,,,,,,,,,,,,,,,,,,,,,,,,
stream,1,22,,,,,,,,,,,,,,,,,,,,,,,,
cross,32,1,,,,,,,,,,,,,,,,,,,,,,,,
counter,1,,,,,,,,,,,,,,,,,,,,,,,,,
ear,1,,,,,,,,,,,,,,,,,,,,,,,,,
suggest,1,,,,,,,,,,,,,,,,,,,,,,,,,
leiter,1,,,,,,,,,,,,,,,,,,,,,,,,,
sacrifice,1,23,,,,,,,,,,,,,,,,,,,,,,,,
discern,1,,,,,,,,,,,,,,,,,,,,,,,,,
gladly,1,,,,,,,,,,,,,,,,,,,,,,,,,
swimmer,1,,,,,,,,,,,,,,,,,,,,,,,,,
contour,1,,,,,,,,,,,,,,,,,,,,,,,,,
roll,1,,,,,,,,,,,,,,,,,,,,,,,,,
toward,1,43,,,,,,,,,,,,,,,,,,,,,,,,
throne,1,,,,,,,,,,,,,,,,,,,,,,,,,
speed,1,37,,,,,,,,,,,,,,,,,,,,,,,,
devote,1,,,,,,,,,,,,,,,,,,,,,,,,,
respect,1,,,,,,,,,,,,,,,,,,,,,,,,,
life,1,22,30,,,,,,,,,,,,,,,,,,,,,,,
eastward,1,,,,,,,,,,,,,,,,,,,,,,,,,
beyond,32,1,30,,,,,,,,,,,,,,,,,,,,,,,
tenderly,1,,,,,,,,,,,,,,,,,,,,,,,,,
extent,32,1,,,,,,,,,,,,,,,,,,,,,,,,
supreme,1,,,,,,,,,,,,,,,,,,,,,,,,,
press,1,,,,,,,,,,,,,,,,,,,,,,,,,
naked,1,,,,,,,,,,,,,,,,,,,,,,,,,
uttermost,1,,,,,,,,,,,,,,,,,,,,,,,,,
tale,1,25,,,,,,,,,,,,,,,,,,,,,,,,
honor,1,,,,,,,,,,,,,,,,,,,,,,,,,
nobler,1,,,,,,,,,,,,,,,,,,,,,,,,,
death,1,43,22,23,24,,,,,,,,,,,,,,,,,,,,,
whirl,32,1,30,,,,,,,,,,,,,,,,,,,,,,,
agony,1,,,,,,,,,,,,,,,,,,,,,,,,,
strife,1,,,,,,,,,,,,,,,,,,,,,,,,,
choose,1,22,,,,,,,,,,,,,,,,,,,,,,,,
pure,1,,,,,,,,,,,,,,,,,,,,,,,,,
admit,1,,,,,,,,,,,,,,,,,,,,,,,,,
choice,1,50,22,,,,,,,,,,,,,,,,,,,,,,,
earthly,1,39,,,,,,,,,,,,,,,,,,,,,,,,
assent,1,,,,,,,,,,,,,,,,,,,,,,,,,
awe,1,,,,,,,,,,,,,,,,,,,,,,,,,
claim,1,,,,,,,,,,,,,,,,,,,,,,,,,
use,1,,,,,,,,,,,,,,,,,,,,,,,,,
therefrom,1,,,,,,,,,,,,,,,,,,,,,,,,,
mystic,1,22,,,,,,,,,,,,,,,,,,,,,,,,
link,1,,,,,,,,,,,,,,,,,,,,,,,,,
matter,1,28,23,,,,,,,,,,,,,,,,,,,,,,,
essence,1,,,,,,,,,,,,,,,,,,,,,,,,,
greatly,1,23,,,,,,,,,,,,,,,,,,,,,,,,
clear,1,28,39,,,,,,,,,,,,,,,,,,,,,,,
wrack,1,,,,,,,,,,,,,,,,,,,,,,,,,
somehow,1,,,,,,,,,,,,,,,,,,,,,,,,,
wholly,1,,,,,,,,,,,,,,,,,,,,,,,,,
strip,32,1,,,,,,,,,,,,,,,,,,,,,,,,
pride,1,,,,,,,,,,,,,,,,,,,,,,,,,
pain,1,,,,,,,,,,,,,,,,,,,,,,,,,
crush,1,28,,,,,,,,,,,,,,,,,,,,,,,,
douglas,1,23,,,,,,,,,,,,,,,,,,,,,,,,
bid,1,,,,,,,,,,,,,,,,,,,,,,,,,
royal,1,,,,,,,,,,,,,,,,,,,,,,,,,
robert,1,,,,,,,,,,,,,,,,,,,,,,,,,
bruce,1,,,,,,,,,,,,,,,,,,,,,,,,,
lid,1,,,,,,,,,,,,,,,,,,,,,,,,,
loyalty,1,,,,,,,,,,,,,,,,,,,,,,,,,
command,1,25,,,,,,,,,,,,,,,,,,,,,,,,
spain,1,,,,,,,,,,,,,,,,,,,,,,,,,
war,1,,,,,,,,,,,,,,,,,,,,,,,,,
victory,1,,,,,,,,,,,,,,,,,,,,,,,,,
moor,1,,,,,,,,,,,,,,,,,,,,,,,,,
courage,1,,,,,,,,,,,,,,,,,,,,,,,,,
endure,1,,,,,,,,,,,,,,,,,,,,,,,,,
strike,1,23,,,,,,,,,,,,,,,,,,,,,,,,
intend,1,,,,,,,,,,,,,,,,,,,,,,,,,
charge,1,33,,,,,,,,,,,,,,,,,,,,,,,,
battle,1,44,23,,,,,,,,,,,,,,,,,,,,,,,
foe,1,,,,,,,,,,,,,,,,,,,,,,,,,
sore,1,,,,,,,,,,,,,,,,,,,,,,,,,
beset,1,,,,,,,,,,,,,,,,,,,,,,,,,
fight,1,23,,,,,,,,,,,,,,,,,,,,,,,,
passage,1,,,,,,,,,,,,,,,,,,,,,,,,,
body,24,1,40,,,,,,,,,,,,,,,,,,,,,,,
safe,1,,,,,,,,,,,,,,,,,,,,,,,,,
signal,1,,,,,,,,,,,,,,,,,,,,,,,,,
deed,1,,,,,,,,,,,,,,,,,,,,,,,,,
wear,24,1,,,,,,,,,,,,,,,,,,,,,,,,
chain,24,1,,,,,,,,,,,,,,,,,,,,,,,,
fling,1,,,,,,,,,,,,,,,,,,,,,,,,,
plain,1,,,,,,,,,,,,,,,,,,,,,,,,,
follow,1,,,,,,,,,,,,,,,,,,,,,,,,,
perish,1,,,,,,,,,,,,,,,,,,,,,,,,,
hopeless,1,,,,,,,,,,,,,,,,,,,,,,,,,
redoubt,1,,,,,,,,,,,,,,,,,,,,,,,,,
might,1,,,,,,,,,,,,,,,,,,,,,,,,,
swift,1,28,,,,,,,,,,,,,,,,,,,,,,,,
gleam,1,,,,,,,,,,,,,,,,,,,,,,,,,
angry,1,,,,,,,,,,,,,,,,,,,,,,,,,
brand,1,,,,,,,,,,,,,,,,,,,,,,,,,
scorn,1,42,,,,,,,,,,,,,,,,,,,,,,,,
demand,1,,,,,,,,,,,,,,,,,,,,,,,,,
equal,32,1,,,,,,,,,,,,,,,,,,,,,,,,
pluck,1,,,,,,,,,,,,,,,,,,,,,,,,,
cast,1,,,,,,,,,,,,,,,,,,,,,,,,,
guide,24,1,,,,,,,,,,,,,,,,,,,,,,,,
feather,1,,,,,,,,,,,,,,,,,,,,,,,,,
bed,1,37,,,,,,,,,,,,,,,,,,,,,,,,
sleep,1,33,48,26,31,,,,,,,,,,,,,,,,,,,,,
